case_id,failure_class,amount,customer_tenure_months,prior_failure_count,payment_method,merchant_category,has_structured_code,true_recoverable,true_would_recover_without_action
938100000403,insufficient_funds,1266.91,25,2,card,fitness,1,1,0
938100000404,bank_decline,1112.99,49,1,netbanking,ecommerce,0,1,0
938100000405,insufficient_funds,638.85,72,4,netbanking,saas,1,0,0
938100000406,expired_card,4940.85,38,0,emandate,saas,0,0,0
938100000407,insufficient_funds,533.74,43,4,wallet,ott,1,0,0
938100000408,bank_decline,165.16,66,5,netbanking,fitness,0,1,0
938100000409,mandate_cancelled,1474.94,6,0,wallet,ecommerce,0,0,0
938100000410,mandate_cancelled,304.64,60,0,wallet,edtech,1,0,0
938100000411,insufficient_funds,2879.01,12,0,wallet,edtech,1,1,1
938100000412,insufficient_funds,1396.26,46,5,emandate,ecommerce,0,0,0
938100000413,bank_decline,2708.87,27,3,emandate,ecommerce,1,1,1
938100000414,mandate_cancelled,2445.25,25,0,upi,saas,1,0,0
938100000415,bank_decline,703.48,48,0,card,fitness,1,1,0
938100000416,mandate_cancelled,3030.81,66,3,card,fitness,0,1,0
938100000417,insufficient_funds,1261.54,34,4,card,ecommerce,0,0,0
938100000418,bank_decline,7794.33,65,3,netbanking,edtech,1,1,1
938100000419,mandate_cancelled,979.82,17,2,card,saas,1,0,0
938100000420,mandate_cancelled,2419.04,72,3,netbanking,ecommerce,1,0,0
938100000421,expired_card,2719.81,9,1,wallet,ott,1,1,0
938100000422,bank_decline,2690.52,3,0,wallet,saas,1,1,0
938100000423,bank_decline,2279.7,53,0,upi,saas,1,1,0
938100000424,insufficient_funds,1211.02,65,1,wallet,fitness,1,1,0
938100000425,bank_decline,1497.16,55,1,netbanking,ott,0,1,0
938100000426,expired_card,1563.58,63,3,card,ott,1,0,0
938100000427,expired_card,2391.47,25,1,wallet,saas,1,0,0
938100000428,insufficient_funds,1760.37,60,0,upi,saas,1,0,0
938100000429,bank_decline,1625.52,38,0,card,ott,0,1,0
938100000430,mandate_cancelled,1118.17,17,1,wallet,edtech,1,0,0
938100000431,mandate_cancelled,281.41,31,5,emandate,fitness,1,0,0
938100000432,insufficient_funds,1240.96,32,3,card,ecommerce,1,0,0
938100000433,bank_decline,4612.75,60,4,wallet,saas,0,1,0
938100000434,insufficient_funds,1668.02,51,1,wallet,edtech,1,1,1
938100000435,insufficient_funds,1544.3,63,1,wallet,fitness,0,1,1
938100000436,mandate_cancelled,444.63,61,1,netbanking,fitness,0,0,0
938100000437,expired_card,2375.28,24,0,wallet,saas,1,1,0
938100000438,mandate_cancelled,5226.41,36,2,wallet,ecommerce,1,1,0
938100000439,expired_card,1135.55,42,0,upi,saas,1,1,0
938100000440,insufficient_funds,501.06,72,4,wallet,saas,1,0,0
938100000441,expired_card,450.0,48,2,emandate,edtech,1,0,0
938100000442,bank_decline,1297.48,72,5,wallet,saas,1,1,1
938100000443,expired_card,1956.52,54,0,wallet,edtech,0,0,0
938100000444,mandate_cancelled,4702.64,46,3,upi,ott,1,0,0
938100000445,insufficient_funds,2061.12,30,1,card,ecommerce,1,1,1
938100000446,insufficient_funds,300.11,54,3,wallet,edtech,0,0,0
938100000447,insufficient_funds,725.91,13,1,wallet,fitness,1,1,0
938100000448,mandate_cancelled,2566.77,48,0,netbanking,ecommerce,1,0,0
938100000449,bank_decline,556.38,51,0,wallet,fitness,0,1,0
938100000450,mandate_cancelled,759.69,42,1,wallet,saas,1,0,0
938100000451,mandate_cancelled,921.39,33,2,netbanking,ecommerce,0,0,0
938100000452,bank_decline,415.82,72,5,upi,ecommerce,1,1,1
938100000453,expired_card,753.64,24,0,emandate,fitness,1,0,0
938100000454,expired_card,2005.67,36,0,card,edtech,1,1,0
938100000455,bank_decline,1071.73,59,4,emandate,ott,0,1,0
938100000456,insufficient_funds,1274.63,68,2,upi,edtech,1,1,0
938100000457,bank_decline,5452.04,60,0,upi,ott,1,1,1
938100000458,mandate_cancelled,1258.56,33,3,card,fitness,0,0,0
938100000459,bank_decline,3158.2,26,4,netbanking,ott,1,1,1
938100000460,bank_decline,3387.27,72,5,emandate,ott,0,1,0
938100000461,insufficient_funds,6700.03,54,1,netbanking,saas,0,1,1
938100000462,bank_decline,1693.66,4,0,card,saas,1,1,1
938100000463,mandate_cancelled,1938.94,64,4,wallet,ott,1,0,0
938100000464,insufficient_funds,1530.59,36,5,card,fitness,0,0,0
938100000465,expired_card,595.9,58,0,upi,edtech,1,0,0
938100000466,insufficient_funds,16157.36,1,0,emandate,fitness,1,0,0
938100000467,bank_decline,3795.45,56,1,emandate,edtech,1,0,0
938100000468,bank_decline,3794.83,49,3,upi,fitness,0,1,1
938100000469,insufficient_funds,612.49,48,0,netbanking,edtech,1,1,0
938100000470,bank_decline,1024.85,1,0,wallet,fitness,0,1,1
938100000471,insufficient_funds,710.18,53,3,card,saas,1,0,0
938100000472,insufficient_funds,1190.54,53,5,netbanking,saas,1,1,1
938100000473,insufficient_funds,243.84,64,3,card,ott,1,0,0
938100000474,mandate_cancelled,3016.25,2,0,wallet,saas,0,0,0
938100000475,bank_decline,821.4,1,0,wallet,ecommerce,1,1,0
938100000476,mandate_cancelled,3299.94,68,5,card,saas,1,0,0
938100000477,insufficient_funds,492.52,66,3,emandate,fitness,1,0,0
938100000478,bank_decline,1301.95,33,3,card,saas,1,1,0
938100000479,bank_decline,1343.96,51,3,card,ecommerce,1,1,0
938100000480,insufficient_funds,664.67,72,5,emandate,edtech,1,0,0
938100000481,bank_decline,1314.72,31,5,card,fitness,1,1,1
938100000482,mandate_cancelled,592.98,41,1,emandate,ecommerce,0,0,0
938100000483,bank_decline,2589.52,56,3,wallet,ecommerce,0,1,0
938100000484,bank_decline,15108.27,72,3,card,ott,1,1,0
938100000485,insufficient_funds,1291.54,42,4,upi,ecommerce,1,0,0
938100000486,mandate_cancelled,2600.05,68,4,netbanking,ecommerce,1,0,0
938100000487,expired_card,1954.02,12,0,emandate,fitness,0,0,0
938100000488,mandate_cancelled,988.8,58,1,netbanking,fitness,1,0,0
938100000489,mandate_cancelled,3745.07,26,2,wallet,fitness,1,0,0
938100000490,insufficient_funds,803.62,36,5,netbanking,edtech,1,1,1
938100000491,expired_card,601.77,35,0,card,saas,1,1,0
938100000492,insufficient_funds,1783.46,31,2,emandate,ecommerce,1,1,0
938100000493,expired_card,1206.28,26,2,wallet,ott,1,0,0
938100000494,bank_decline,777.59,63,3,upi,fitness,0,1,1
938100000495,bank_decline,2019.24,32,2,upi,ott,0,0,0
938100000496,bank_decline,493.79,21,1,netbanking,fitness,0,1,1
938100000497,mandate_cancelled,957.96,10,1,card,edtech,1,1,0
938100000498,bank_decline,721.03,38,5,wallet,ott,1,1,1
938100000499,insufficient_funds,861.38,48,4,card,saas,1,0,0
938100000500,expired_card,2876.19,27,3,emandate,saas,1,1,0
938100000501,insufficient_funds,324.91,42,4,card,fitness,0,0,0
938100000502,insufficient_funds,1390.73,72,5,card,ecommerce,1,0,0
938100000503,insufficient_funds,329.14,64,4,upi,saas,1,0,0
938100000504,insufficient_funds,1070.08,50,3,card,edtech,1,1,0
938100000505,expired_card,1084.3,3,0,upi,saas,0,0,0
938100000506,insufficient_funds,551.86,20,1,upi,ott,1,1,0
938100000507,bank_decline,629.63,24,0,emandate,edtech,0,1,1
938100000508,insufficient_funds,1568.11,51,5,card,ecommerce,1,0,0
938100000509,bank_decline,726.21,38,5,card,saas,1,1,1
938100000510,insufficient_funds,2901.39,29,0,card,fitness,0,1,0
938100000511,insufficient_funds,2185.82,52,0,netbanking,ott,1,1,0
938100000512,expired_card,315.05,14,0,upi,ott,1,0,0
938100000513,insufficient_funds,265.1,61,4,wallet,ott,1,0,0
938100000514,mandate_cancelled,446.5,65,2,netbanking,fitness,1,0,0
938100000515,bank_decline,1068.44,28,3,wallet,ecommerce,1,1,0
938100000516,bank_decline,7990.24,6,0,wallet,ecommerce,1,1,0
938100000517,expired_card,1998.58,2,0,upi,ecommerce,1,1,0
938100000518,mandate_cancelled,601.69,35,4,emandate,fitness,1,0,0
938100000519,expired_card,4459.66,66,3,upi,edtech,1,0,0
938100000520,bank_decline,2192.58,56,4,card,edtech,1,1,0
938100000521,insufficient_funds,273.36,57,5,card,ecommerce,1,0,0
938100000522,mandate_cancelled,402.16,1,0,emandate,fitness,0,0,0
938100000523,bank_decline,989.52,60,4,netbanking,saas,1,1,0
938100000524,expired_card,2481.49,24,0,wallet,fitness,1,1,0
938100000525,bank_decline,666.42,65,3,card,ecommerce,1,0,0
938100000526,expired_card,854.53,51,4,emandate,fitness,1,0,0
938100000527,bank_decline,1608.38,67,4,card,saas,1,1,0
938100000528,insufficient_funds,924.62,72,5,card,ecommerce,0,0,0
938100000529,mandate_cancelled,5316.42,67,2,netbanking,saas,1,1,0
938100000530,expired_card,344.95,46,2,wallet,ecommerce,0,0,0
938100000531,bank_decline,381.39,34,1,netbanking,ott,0,1,1
938100000532,bank_decline,796.69,72,5,netbanking,ott,0,1,1
938100000533,bank_decline,679.01,60,1,wallet,edtech,1,1,0
938100000534,insufficient_funds,1098.87,31,3,wallet,edtech,1,0,0
938100000535,mandate_cancelled,2065.43,7,0,netbanking,edtech,1,0,0
938100000536,bank_decline,1399.28,41,3,wallet,saas,0,1,1
938100000537,insufficient_funds,1334.95,15,0,emandate,ott,1,1,1
938100000538,insufficient_funds,2468.29,46,2,emandate,edtech,1,1,1
938100000539,expired_card,1098.39,72,2,upi,saas,1,1,1
938100000540,insufficient_funds,1284.85,44,5,wallet,ott,1,0,0
938100000541,bank_decline,233.31,27,3,emandate,ott,1,1,0
938100000542,insufficient_funds,1062.5,21,3,upi,ecommerce,1,0,0
938100000543,bank_decline,390.21,3,0,card,ecommerce,0,0,0
938100000544,insufficient_funds,1340.77,33,3,emandate,ecommerce,0,0,0
938100000545,insufficient_funds,733.25,72,5,netbanking,saas,1,0,0
938100000546,insufficient_funds,755.87,69,5,wallet,ecommerce,0,0,0
938100000547,expired_card,1199.88,6,0,card,saas,0,0,0
938100000548,insufficient_funds,484.06,1,0,emandate,saas,1,0,0
938100000549,mandate_cancelled,1345.67,17,2,upi,ott,1,0,0
938100000550,expired_card,678.88,40,1,card,ecommerce,1,1,0
938100000551,expired_card,1356.63,72,4,netbanking,ott,1,1,0
938100000552,insufficient_funds,831.98,16,3,netbanking,edtech,0,0,0
938100000553,insufficient_funds,342.97,66,4,netbanking,saas,1,0,0
938100000554,expired_card,1448.81,72,5,wallet,fitness,0,1,1
938100000555,bank_decline,1283.44,36,0,wallet,ott,1,1,1
938100000556,mandate_cancelled,2745.01,43,3,card,fitness,1,0,0
938100000557,insufficient_funds,222.94,40,3,netbanking,ott,1,0,0
938100000558,bank_decline,1229.09,72,4,card,saas,1,1,0
938100000559,bank_decline,3370.35,3,0,upi,ecommerce,1,0,0
938100000560,bank_decline,2266.05,64,4,upi,ott,0,0,0
938100000561,bank_decline,955.41,16,2,emandate,ecommerce,0,0,0
938100000562,insufficient_funds,2452.25,7,1,card,fitness,1,0,0
938100000563,expired_card,3040.95,72,5,upi,saas,1,0,0
938100000564,insufficient_funds,321.82,72,4,emandate,ott,1,0,0
938100000565,expired_card,1561.63,53,0,emandate,ecommerce,1,0,0
938100000566,bank_decline,646.86,31,3,netbanking,saas,1,1,0
938100000567,expired_card,820.67,67,2,wallet,ott,1,0,0
938100000568,expired_card,2950.48,6,0,upi,ecommerce,1,0,0
938100000569,insufficient_funds,1237.89,42,4,card,edtech,1,0,0
938100000570,mandate_cancelled,1806.9,32,2,card,fitness,0,0,0
938100000571,bank_decline,1585.72,51,3,emandate,ecommerce,1,1,0
938100000572,insufficient_funds,308.81,72,5,netbanking,ecommerce,1,1,0
938100000573,bank_decline,292.04,44,0,netbanking,ecommerce,0,0,0
938100000574,expired_card,306.03,35,3,wallet,edtech,0,0,0
938100000575,mandate_cancelled,2801.89,6,0,wallet,edtech,1,1,0
938100000576,expired_card,1444.28,43,1,card,fitness,0,0,0
938100000577,expired_card,520.55,9,0,upi,ecommerce,1,0,0
938100000578,expired_card,4838.05,6,0,card,saas,1,0,0
938100000579,insufficient_funds,1227.9,72,3,netbanking,edtech,1,0,0
938100000580,mandate_cancelled,1487.93,1,0,wallet,fitness,0,0,0
938100000581,expired_card,460.46,18,1,upi,fitness,1,0,0
938100000582,bank_decline,5571.62,11,0,card,saas,1,0,0
938100000583,insufficient_funds,195.96,35,3,emandate,fitness,1,1,0
938100000584,expired_card,1481.02,24,0,netbanking,ott,0,0,0
938100000585,mandate_cancelled,285.21,31,0,card,ott,0,1,0
938100000586,expired_card,1729.18,48,1,upi,ecommerce,1,1,0
938100000587,expired_card,160.79,46,1,card,edtech,1,1,0
938100000588,insufficient_funds,1489.96,72,3,emandate,edtech,1,0,0
938100000589,insufficient_funds,2615.98,24,0,card,fitness,0,0,0
938100000590,bank_decline,503.86,72,4,card,ecommerce,1,1,1
938100000591,insufficient_funds,839.99,52,4,card,fitness,1,0,0
938100000592,insufficient_funds,1017.14,14,1,card,ott,0,1,1
938100000593,insufficient_funds,4303.08,48,0,upi,ott,1,1,0
938100000594,mandate_cancelled,1741.7,72,5,emandate,ott,1,1,0
938100000595,insufficient_funds,988.23,22,3,upi,edtech,1,0,0
938100000596,insufficient_funds,1408.12,31,5,wallet,edtech,1,0,0
938100000597,insufficient_funds,1106.09,38,4,netbanking,fitness,0,0,0
938100000598,mandate_cancelled,2252.82,40,0,emandate,fitness,0,0,0
938100000599,insufficient_funds,1287.51,72,3,netbanking,ott,1,0,0
938100000600,insufficient_funds,171.53,24,3,netbanking,fitness,0,0,0
938100000601,bank_decline,4760.79,11,1,upi,edtech,0,1,0
938100000602,insufficient_funds,7275.77,24,0,card,saas,1,1,1
938100000603,bank_decline,367.69,72,4,upi,fitness,0,0,0
938100000604,mandate_cancelled,2460.07,41,0,wallet,fitness,1,0,0
938100000605,bank_decline,2351.9,60,0,wallet,ott,1,0,0
938100000606,mandate_cancelled,2182.28,20,2,netbanking,saas,1,0,0
938100000607,insufficient_funds,669.29,6,0,card,ecommerce,0,0,0
938100000608,bank_decline,9803.83,39,3,emandate,fitness,1,0,0
938100000609,bank_decline,1150.4,53,2,card,edtech,1,0,0
938100000610,insufficient_funds,1239.74,40,1,wallet,ott,1,1,1
938100000611,insufficient_funds,1728.31,46,2,emandate,ott,1,1,0
938100000612,mandate_cancelled,2435.46,56,2,upi,ott,1,0,0
938100000613,insufficient_funds,819.03,25,4,wallet,saas,0,0,0
938100000614,insufficient_funds,961.54,30,1,netbanking,edtech,1,1,0
938100000615,expired_card,11198.18,19,3,card,ott,0,0,0
938100000616,expired_card,542.88,13,3,emandate,edtech,1,0,0
938100000617,insufficient_funds,2799.3,58,0,upi,fitness,1,0,0
938100000618,insufficient_funds,500.69,62,4,upi,saas,1,1,0
938100000619,insufficient_funds,1379.17,72,5,upi,ott,0,0,0
938100000620,bank_decline,1690.56,64,4,card,saas,1,1,0
938100000621,insufficient_funds,789.39,72,4,card,edtech,0,1,0
938100000622,insufficient_funds,957.13,10,1,card,fitness,1,1,0
938100000623,bank_decline,2910.96,37,5,emandate,ecommerce,0,1,0
938100000624,mandate_cancelled,919.94,11,0,wallet,edtech,1,0,0
938100000625,mandate_cancelled,1416.07,60,0,netbanking,ott,1,0,0
938100000626,mandate_cancelled,1447.79,22,0,wallet,ecommerce,1,0,0
938100000627,bank_decline,707.01,39,2,upi,edtech,0,1,1
938100000628,bank_decline,9071.57,34,3,emandate,ott,1,1,0
938100000629,insufficient_funds,2431.07,54,0,card,saas,1,1,1
938100000630,expired_card,289.21,27,1,card,ott,1,1,0
938100000631,insufficient_funds,1532.8,69,4,upi,ott,1,1,1
938100000632,expired_card,291.4,25,0,netbanking,fitness,1,0,0
938100000633,mandate_cancelled,964.41,12,0,emandate,ott,1,1,0
938100000634,mandate_cancelled,970.67,30,1,card,fitness,1,1,0
938100000635,bank_decline,257.09,57,0,emandate,edtech,0,1,0
938100000636,insufficient_funds,890.2,72,4,upi,fitness,1,1,0
938100000637,bank_decline,1541.72,58,2,card,fitness,1,0,0
938100000638,insufficient_funds,1395.86,53,3,wallet,ott,1,1,0
938100000639,mandate_cancelled,329.73,24,0,netbanking,edtech,1,0,0
938100000640,mandate_cancelled,985.36,3,0,emandate,edtech,1,0,0
938100000641,insufficient_funds,641.31,72,5,upi,ecommerce,0,1,0
938100000642,bank_decline,3110.93,49,5,emandate,fitness,0,1,1
938100000643,expired_card,2622.7,60,1,card,saas,1,1,0
938100000644,bank_decline,492.55,6,0,emandate,fitness,1,1,0
938100000645,bank_decline,3223.26,10,1,emandate,edtech,1,0,0
938100000646,bank_decline,460.65,9,0,card,fitness,1,1,0
938100000647,insufficient_funds,2072.96,17,0,netbanking,saas,1,0,0
938100000648,expired_card,2085.98,9,1,netbanking,saas,1,0,0
938100000649,insufficient_funds,953.08,47,1,emandate,saas,1,1,0
938100000650,bank_decline,1530.85,18,0,netbanking,ott,1,1,0
938100000651,bank_decline,213.28,72,4,card,edtech,1,0,0
938100000652,bank_decline,407.95,27,3,emandate,fitness,1,1,1
938100000653,bank_decline,572.84,46,5,card,saas,1,1,0
938100000654,mandate_cancelled,914.94,65,4,upi,fitness,0,1,0
938100000655,insufficient_funds,354.99,32,5,wallet,edtech,0,0,0
938100000656,bank_decline,444.42,48,0,upi,ott,1,1,0
938100000657,bank_decline,2640.0,60,0,emandate,edtech,0,1,0
938100000658,bank_decline,1919.2,72,5,upi,edtech,1,1,0
938100000659,insufficient_funds,1957.64,48,0,emandate,saas,1,1,0
938100000660,bank_decline,2921.04,58,3,card,ecommerce,0,1,1
938100000661,bank_decline,1983.5,35,5,wallet,fitness,1,1,1
938100000662,mandate_cancelled,3442.39,36,0,card,fitness,1,0,0
938100000663,expired_card,653.1,63,1,netbanking,edtech,0,0,0
938100000664,insufficient_funds,3558.13,2,0,emandate,fitness,0,0,0
938100000665,bank_decline,1499.19,39,3,wallet,fitness,0,1,0
938100000666,mandate_cancelled,5466.27,22,1,netbanking,ott,1,0,0
938100000667,bank_decline,1433.99,36,0,upi,fitness,0,1,0
938100000668,mandate_cancelled,1121.79,63,2,emandate,ott,1,0,0
938100000669,insufficient_funds,1051.93,48,0,emandate,fitness,0,1,0
938100000670,insufficient_funds,800.35,56,4,wallet,edtech,1,0,0
938100000671,bank_decline,2299.76,25,3,netbanking,edtech,1,1,0
938100000672,insufficient_funds,562.91,72,5,upi,ott,1,0,0
938100000673,insufficient_funds,1480.57,72,4,card,ott,1,1,0
938100000674,bank_decline,1337.9,12,0,netbanking,fitness,1,1,1
938100000675,mandate_cancelled,592.13,69,3,upi,saas,1,0,0
938100000676,bank_decline,323.46,25,1,netbanking,ott,0,0,0
938100000677,bank_decline,9125.44,27,3,upi,saas,0,1,0
938100000678,bank_decline,949.38,32,1,wallet,fitness,1,0,0
938100000679,mandate_cancelled,1628.04,45,1,netbanking,edtech,0,0,0
938100000680,bank_decline,6055.86,56,5,card,ecommerce,1,1,0
938100000681,insufficient_funds,642.11,40,4,netbanking,edtech,1,0,0
938100000682,mandate_cancelled,426.71,40,0,wallet,saas,0,0,0
938100000683,bank_decline,2377.49,56,3,netbanking,ecommerce,1,1,0
938100000684,insufficient_funds,1439.92,48,0,upi,ott,1,0,0
938100000685,mandate_cancelled,1515.47,17,3,card,saas,0,1,0
938100000686,bank_decline,2536.91,52,3,card,ecommerce,0,1,0
938100000687,bank_decline,6130.72,29,4,emandate,saas,1,1,0
938100000688,insufficient_funds,354.07,47,5,wallet,fitness,0,0,0
938100000689,mandate_cancelled,10076.83,72,3,netbanking,ott,1,0,0
938100000690,expired_card,2423.03,38,5,upi,fitness,0,0,0
938100000691,bank_decline,3312.35,55,1,netbanking,fitness,1,1,0
938100000692,mandate_cancelled,602.84,59,5,upi,ott,1,1,1
938100000693,expired_card,1379.37,3,0,emandate,ott,1,0,0
938100000694,insufficient_funds,518.64,44,4,upi,saas,1,0,0
938100000695,insufficient_funds,551.27,46,3,emandate,edtech,1,0,0
938100000696,expired_card,107.6,10,0,emandate,edtech,1,0,0
938100000697,bank_decline,284.2,68,4,upi,ecommerce,0,1,0
938100000698,insufficient_funds,2805.03,12,0,emandate,fitness,0,1,1
938100000699,bank_decline,1486.78,60,4,netbanking,edtech,1,1,1
938100000700,insufficient_funds,1237.16,72,5,emandate,saas,1,0,0
938100000701,insufficient_funds,1575.92,19,3,emandate,saas,1,0,0
938100000702,insufficient_funds,1120.65,46,5,emandate,ott,0,0,0
938100000703,bank_decline,1645.79,32,2,card,fitness,0,1,1
938100000704,insufficient_funds,1199.93,41,3,upi,ott,1,0,0
938100000705,insufficient_funds,859.82,42,3,netbanking,fitness,1,1,0
938100000706,bank_decline,2018.73,49,5,emandate,ott,1,1,0
938100000707,bank_decline,3424.67,31,5,wallet,edtech,1,1,1
938100000708,bank_decline,2305.38,29,0,wallet,edtech,0,0,0
938100000709,insufficient_funds,1009.55,72,5,upi,ecommerce,0,1,0
938100000710,mandate_cancelled,420.95,1,0,wallet,edtech,1,0,0
938100000711,insufficient_funds,9394.92,12,0,wallet,ott,1,1,0
938100000712,insufficient_funds,1506.07,65,4,netbanking,ecommerce,0,0,0
938100000713,mandate_cancelled,779.61,56,5,card,fitness,1,0,0
938100000714,mandate_cancelled,1272.8,12,0,wallet,ott,1,0,0
938100000715,expired_card,3051.13,3,0,wallet,saas,1,0,0
938100000716,bank_decline,2700.17,33,1,card,fitness,0,1,0
938100000717,bank_decline,2033.49,55,3,emandate,ecommerce,1,1,0
938100000718,insufficient_funds,638.66,33,4,card,fitness,1,0,0
938100000719,bank_decline,503.55,41,3,upi,edtech,1,1,0
938100000720,bank_decline,1654.34,72,4,card,ott,1,1,0
938100000721,insufficient_funds,1096.35,21,4,wallet,saas,0,0,0
938100000722,bank_decline,3025.79,72,3,upi,ecommerce,1,1,1
938100000723,bank_decline,5050.94,72,3,upi,saas,0,1,0
938100000724,bank_decline,472.81,39,1,wallet,ott,1,1,0
938100000725,bank_decline,3340.99,72,2,netbanking,edtech,1,1,0
938100000726,bank_decline,976.11,43,3,card,saas,1,0,0
938100000727,insufficient_funds,2883.68,60,2,netbanking,ecommerce,1,1,0
938100000728,insufficient_funds,3280.91,65,1,emandate,ecommerce,0,1,0
938100000729,bank_decline,1779.93,46,5,emandate,ott,1,1,1
938100000730,bank_decline,646.36,52,2,wallet,ott,1,1,0
938100000731,mandate_cancelled,1480.85,13,1,netbanking,ott,1,1,1
938100000732,mandate_cancelled,474.38,72,3,emandate,saas,0,0,0
938100000733,mandate_cancelled,174.42,21,3,wallet,edtech,0,0,0
938100000734,bank_decline,901.65,51,3,card,edtech,0,1,1
938100000735,bank_decline,973.27,34,3,netbanking,ecommerce,1,1,0
938100000736,bank_decline,4806.98,34,5,upi,saas,0,1,0
938100000737,expired_card,2535.02,17,1,emandate,ecommerce,1,0,0
938100000738,expired_card,1955.84,52,1,upi,ott,1,0,0
938100000739,expired_card,3708.8,72,4,upi,ecommerce,1,0,0
938100000740,expired_card,304.23,13,1,netbanking,ott,1,0,0
938100000741,expired_card,5451.64,12,0,upi,ott,1,0,0
938100000742,bank_decline,1247.37,72,5,emandate,ott,1,1,1
938100000743,expired_card,775.45,68,2,upi,ecommerce,1,0,0
938100000744,insufficient_funds,1246.84,57,4,card,ecommerce,0,1,0
938100000745,expired_card,2479.52,45,1,netbanking,fitness,1,0,0
938100000746,insufficient_funds,377.0,66,3,emandate,edtech,0,0,0
938100000747,insufficient_funds,157.23,59,5,wallet,ecommerce,1,0,0
938100000748,mandate_cancelled,2378.88,14,0,netbanking,edtech,0,0,0
938100000749,insufficient_funds,1541.57,72,5,upi,ecommerce,0,1,0
938100000750,insufficient_funds,11416.16,6,0,netbanking,fitness,1,1,0
938100000751,bank_decline,6833.2,33,3,netbanking,edtech,0,1,0
938100000752,insufficient_funds,545.74,11,2,wallet,saas,0,1,0
938100000753,mandate_cancelled,355.8,63,3,upi,fitness,0,0,0
938100000754,expired_card,790.08,48,2,netbanking,saas,1,0,0
938100000755,expired_card,2024.43,40,4,netbanking,edtech,1,0,0
938100000756,mandate_cancelled,1713.5,23,1,netbanking,ott,1,0,0
938100000757,insufficient_funds,1267.7,27,3,card,saas,0,0,0
938100000758,insufficient_funds,519.42,64,4,wallet,saas,1,0,0
938100000759,expired_card,2128.63,39,3,netbanking,ecommerce,1,1,1
938100000760,bank_decline,2499.52,12,0,upi,edtech,1,0,0
938100000761,insufficient_funds,1369.91,30,3,card,saas,1,0,0
938100000762,expired_card,2039.24,72,4,card,ecommerce,0,0,0
938100000763,expired_card,1027.47,7,1,netbanking,fitness,1,0,0
938100000764,mandate_cancelled,932.91,36,3,wallet,ecommerce,0,0,0
938100000765,mandate_cancelled,3706.64,42,1,upi,fitness,0,0,0
938100000766,bank_decline,2547.91,31,3,emandate,edtech,1,1,1
938100000767,expired_card,4437.0,64,1,netbanking,ecommerce,0,0,0
938100000768,bank_decline,1527.57,32,1,card,fitness,1,0,0
938100000769,mandate_cancelled,5774.96,60,0,wallet,fitness,1,0,0
938100000770,insufficient_funds,1555.44,57,2,emandate,ott,1,1,0
938100000771,bank_decline,4959.25,72,3,emandate,edtech,0,1,1
938100000772,insufficient_funds,2340.86,11,2,upi,ott,1,0,0
938100000773,expired_card,563.56,18,0,netbanking,saas,1,0,0
938100000774,mandate_cancelled,4378.93,66,1,upi,saas,0,0,0
938100000775,bank_decline,6235.44,42,4,upi,fitness,1,1,0
938100000776,bank_decline,2044.01,49,3,netbanking,ecommerce,1,1,1
938100000777,bank_decline,2162.56,32,0,wallet,saas,1,0,0
938100000778,mandate_cancelled,2265.51,12,0,wallet,saas,1,0,0
938100000779,expired_card,1935.09,71,3,card,ecommerce,1,0,0
938100000780,mandate_cancelled,1356.21,54,3,netbanking,ott,1,0,0
938100000781,insufficient_funds,1351.42,72,4,card,edtech,1,0,0
938100000782,mandate_cancelled,946.13,32,0,upi,ott,1,0,0
938100000783,mandate_cancelled,1804.34,12,0,emandate,edtech,0,0,0
938100000784,bank_decline,706.15,72,5,upi,edtech,0,1,0
938100000785,expired_card,3608.94,12,0,upi,edtech,1,0,0
938100000786,expired_card,829.09,72,5,emandate,ecommerce,1,1,0
938100000787,bank_decline,1573.39,46,0,upi,ecommerce,0,1,0
938100000788,insufficient_funds,1826.06,10,1,netbanking,edtech,0,1,0
938100000789,mandate_cancelled,663.44,20,2,netbanking,ecommerce,1,0,0
938100000790,bank_decline,3836.59,31,3,emandate,saas,1,1,0
938100000791,expired_card,7457.73,72,3,wallet,edtech,1,0,0
938100000792,insufficient_funds,477.85,48,4,card,ecommerce,1,0,0
938100000793,expired_card,6768.99,6,0,wallet,ecommerce,1,0,0
938100000794,expired_card,761.96,12,0,upi,fitness,1,0,0
938100000795,insufficient_funds,2949.64,1,0,card,edtech,1,0,0
938100000796,expired_card,1084.78,72,4,emandate,saas,1,1,0
938100000797,insufficient_funds,1621.41,3,0,emandate,fitness,1,0,0
938100000798,mandate_cancelled,4893.31,12,0,card,edtech,1,0,0
938100000799,bank_decline,719.18,72,5,upi,ecommerce,0,1,1
938100000800,bank_decline,1612.85,37,1,card,ott,1,0,0
938100000801,insufficient_funds,1077.57,48,0,upi,ecommerce,0,1,1
938100000802,mandate_cancelled,4364.46,44,4,wallet,edtech,1,0,0
938100000803,bank_decline,1882.07,16,1,card,ott,1,0,0
938100000804,insufficient_funds,3112.73,36,2,wallet,ott,0,1,0
938100000805,insufficient_funds,784.7,64,3,emandate,saas,1,0,0
938100000806,mandate_cancelled,3105.24,6,0,wallet,ott,0,0,0
938100000807,insufficient_funds,5603.31,60,0,upi,ott,1,1,0
938100000808,bank_decline,991.27,42,1,card,fitness,1,1,0
938100000809,insufficient_funds,1452.83,72,5,netbanking,ott,1,0,0
